# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = start_model
# method = sample (Default)
#   sample
#     num_samples = 10
#     num_warmup = 5
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.999
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = /var/folders/yz/4lf5f4ws1sd6l1jd4wb8hxth0000gn/T/RtmpuCG2N5/standata-695c5f8fe5b.json
# init = 2 (Default)
# random
#   seed = 1977440221
# output
#   file = /Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/hero-study/include/start/IgG_S/start-202103091711-4-0c22aa.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 v2.26.1
# stancflags = --name=start_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,z_a.1,z_a.2,z_a.3,z_a.4,z_a.5,z_e.1,z_e.2,z_e.3,z_e.4,z_g.1,z_g.2,z_s.1,z_s.2,sigma_a_1,sigma_g_1,sigma_e_1,sigma_s_1,a,sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,mu.23,mu.24,mu.25,mu.26,mu.27,mu.28,mu.29,mu.30,mu.31,mu.32,mu.33,mu.34,mu.35,mu.36,mu.37,mu.38,mu.39,mu.40,mu.41,mu.42,mu.43,mu.44,mu.45,mu.46,mu.47,mu.48,mu.49,mu.50,mu.51,mu.52,mu.53,mu.54,mu.55,mu.56,mu.57,mu.58,mu.59,mu.60,mu.61,mu.62,mu.63,mu.64,mu.65,mu.66,mu.67,mu.68,mu.69,mu.70,mu.71,mu.72,mu.73,mu.74,mu.75,mu.76,mu.77,mu.78,mu.79,mu.80,mu.81,mu.82,mu.83,mu.84,mu.85,mu.86,mu.87,mu.88,mu.89,mu.90,mu.91,mu.92,mu.93,mu.94,mu.95,mu.96,mu.97,mu.98,mu.99,mu.100,mu.101,mu.102,mu.103,mu.104,mu.105,mu.106,mu.107,mu.108,mu.109,mu.110,mu.111,mu.112,mu.113,mu.114,mu.115,mu.116,mu.117,mu.118,mu.119,mu.120,mu.121,mu.122,mu.123,mu.124,mu.125,mu.126,mu.127,mu.128,mu.129,mu.130,mu.131,mu.132,mu.133,mu.134,mu.135,mu.136,mu.137,mu.138,mu.139,mu.140,mu.141,mu.142,mu.143,mu.144,mu.145,mu.146,mu.147,mu.148,mu.149,mu.150,mu.151,mu.152,mu.153,mu.154,mu.155,mu.156,mu.157,mu.158,mu.159,mu.160,mu.161,mu.162,mu.163,mu.164,mu.165,mu.166,mu.167,mu.168,mu.169,mu.170,mu.171,mu.172,mu.173,mu.174,mu.175,mu.176,mu.177,mu.178,mu.179,mu.180,mu.181,mu.182,mu.183,mu.184,mu.185,mu.186,mu.187,mu.188,mu.189,mu.190,mu.191,mu.192,mu.193,mu.194,mu.195,mu.196,mu.197,mu.198,mu.199,mu.200,mu.201,mu.202,mu.203,mu.204,mu.205,mu.206,mu.207,mu.208,mu.209,mu.210,mu.211,mu.212,mu.213,mu.214,mu.215,mu.216,mu.217,mu.218,mu.219,mu.220,mu.221,mu.222,mu.223,mu.224,mu.225,mu.226,mu.227,mu.228,mu.229,mu.230,mu.231,mu.232,mu.233,mu.234,mu.235,mu.236,mu.237,mu.238,mu.239,mu.240,mu.241,mu.242,mu.243,mu.244,mu.245,mu.246,mu.247,mu.248,mu.249,mu.250,mu.251,mu.252,mu.253,mu.254,mu.255,mu.256,mu.257,mu.258,mu.259,mu.260,mu.261,mu.262,mu.263,mu.264,marginal_i,marginal_e_i.1,marginal_e_i.2,marginal_e_i.3,marginal_e_i.4,marginal_g_i.1,marginal_g_i.2,marginal_a_i.1,marginal_a_i.2,marginal_a_i.3,marginal_a_i.4,marginal_a_i.5,marginal_s_i.1,marginal_s_i.2
# Adaptation terminated
# Step size = 0.0999738
# Diagonal elements of inverse mass matrix:
# 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
-814.917,0.33339,0.0999738,2,3,0,986.969,-0.987611,-0.779597,0.560313,0.959741,-0.141171,0.226598,1.41546,-0.895581,1.7457,0.151485,-1.31905,0.487759,0.0724768,1.5767,0.155003,0.647191,0.603475,0.50032,7.87848,2.47803,1.3697,2.22741,2.99683,0.74222,2.22741,0.263669,-0.742936,-0.514998,1.59764,-0.514998,-0.514998,1.84825,2.25009,1.59764,-0.492324,1.84825,1.3697,2.47803,-0.592361,2.47803,-0.492324,0.491608,2.22741,0.491608,-0.842974,-0.592361,0.74222,2.22741,-0.742936,-0.264386,2.47803,2.47803,-0.514998,0.894046,1.59764,1.59764,-0.0735542,1.84825,1.84825,-0.592361,1.84825,2.47803,-0.514998,-0.742936,0.491608,1.12198,2.47803,-0.592361,-0.842974,-1.31863,2.47803,2.47803,-0.514998,-0.264386,-0.592361,0.74222,-0.264386,1.84825,1.59764,2.22741,-0.492324,0.491608,-0.592361,1.59764,2.47803,1.84825,-0.842974,0.514282,2.22741,2.8314,1.59764,-0.514998,1.99948,1.84825,1.59764,-0.514998,2.22741,-1.79718,-0.592361,-0.514998,2.22741,2.22741,1.84825,2.47803,1.59764,1.84825,1.84825,-0.264386,1.59764,-0.514998,2.22741,-0.592361,-0.514998,-0.842974,-0.264386,2.47803,2.22741,1.59764,-0.592361,-1.79718,2.22741,-0.514998,-0.842974,2.47803,2.47803,2.22741,0.263669,0.491608,-1.31863,2.22741,1.59764,-1.07091,-0.842974,2.47803,-0.842974,1.84825,-0.514998,-0.514998,-0.264386,-0.842974,-0.514998,2.22741,1.27321,-0.514998,-0.234656,-0.742936,0.263669,1.59764,-0.592361,-0.514998,2.47803,-0.264386,2.22741,-0.592361,0.491608,2.22741,1.59764,2.22741,-0.514998,-0.742936,-0.742936,2.47803,2.22741,1.59764,-0.592361,2.47803,-0.842974,2.22741,1.59764,-0.514998,2.22741,-1.4692,1.3697,-0.842974,0.514282,2.22741,1.59764,0.643434,2.38973,-0.514998,-0.842974,-1.4692,-1.07091,2.22741,1.99948,2.22741,1.59764,1.84825,-0.742936,-0.264386,-0.592361,-0.842974,0.491608,1.59764,0.74222,1.59764,-0.592361,1.3697,1.3697,-0.514998,0.240214,-0.842974,-0.8203,2.22741,-0.264386,-0.842974,1.84825,1.99948,0.491608,1.3697,0.74222,1.59764,1.84825,2.22741,-0.514998,-0.514998,2.22741,-0.742936,-1.07091,-0.592361,-0.514998,1.59764,-0.514998,1.59764,2.22741,2.22741,0.263669,-0.842974,-0.514998,-0.592361,1.59764,-0.514998,0.490826,-0.514998,-0.264386,0.505034,-0.842974,-1.4692,-0.592361,-0.8203,-0.264386,0.74222,2.35285,1.59764,0.643434,-0.842974,2.22741,2.22741,-1.07091,2.47803,1.84825,2.47803,0.263669,0.74222,2.47803,1.59764,1.84825,0.894046,-0.592361,0.74222,0.491608,0.718764,2.22741,-0.842974,1.3697,2.47803,2.47803,1.84825,2.22741,-0.514998,1.84825,-0.492324,-0.842974,2.47803,2.22741,-0.842974,2.22741,-0.514998,2.58079,0.177058,2.22741,2.22741,-0.592361,7.52214,7.53811,15.2323,0.27547,17.3696,7.95384,5.67445,-7.91863,-4.63887,16.4875,22.7852,5.42718,9.06948,6.56335
-720.058,0.333333,0.0999738,2,3,0,811.503,-0.583516,-0.406958,0.46708,0.651021,-0.160483,0.0732947,1.37829,-0.71982,1.73455,-0.0587897,-0.935098,0.361449,0.201767,1.37086,0.161775,0.720859,0.759786,0.620388,5.05219,1.83079,1.31555,1.70947,2.65019,0.718337,1.70947,0.455248,0.117367,0.259132,1.45731,0.259132,0.259132,1.57864,1.68903,1.45731,0.23869,1.57864,1.31555,1.83079,0.138419,1.83079,0.23869,0.597013,1.70947,0.597013,0.0170949,0.138419,0.718337,1.70947,0.117367,0.380456,1.83079,1.83079,0.259132,0.865147,1.45731,1.45731,0.957815,1.57864,1.57864,0.138419,1.57864,1.83079,0.259132,0.117367,0.597013,1.00691,1.83079,0.138419,0.0170949,-0.433305,1.83079,1.83079,0.259132,0.380456,0.138419,0.718337,0.380456,1.57864,1.45731,1.70947,0.23869,0.597013,0.138419,1.45731,1.83079,1.57864,0.0170949,0.576572,1.70947,2.77616,1.45731,0.259132,1.5677,1.57864,1.45731,0.259132,1.70947,-0.696394,0.138419,0.259132,1.70947,1.70947,1.57864,1.83079,1.45731,1.57864,1.57864,0.380456,1.45731,0.259132,1.70947,0.138419,0.259132,0.0170949,0.380456,1.83079,1.70947,1.45731,0.138419,-0.696394,1.70947,0.259132,0.0170949,1.83079,1.83079,1.70947,0.455248,0.597013,-0.433305,1.70947,1.45731,-0.12467,0.0170949,1.83079,0.0170949,1.57864,0.259132,0.259132,0.380456,0.0170949,0.259132,1.70947,0.995981,0.259132,0.0252899,0.117367,0.455248,1.45731,0.138419,0.259132,1.83079,0.380456,1.70947,0.138419,0.597013,1.70947,1.45731,1.70947,0.259132,0.117367,0.117367,1.83079,1.70947,1.45731,0.138419,1.83079,0.0170949,1.70947,1.45731,0.259132,1.70947,-0.454357,1.31555,0.0170949,0.576572,1.70947,1.45731,0.743823,2.37759,0.259132,0.0170949,-0.454357,-0.12467,1.70947,1.5677,1.70947,1.45731,1.57864,0.117367,0.380456,0.138419,0.0170949,0.597013,1.45731,0.718337,1.45731,0.138419,1.31555,1.31555,0.259132,1.31489,0.0170949,-0.00334633,1.70947,0.380456,0.0170949,1.57864,1.5677,0.597013,1.31555,0.718337,1.45731,1.57864,1.70947,0.259132,0.259132,1.70947,0.117367,-0.12467,0.138419,0.259132,1.45731,0.259132,1.45731,1.70947,1.70947,0.455248,0.0170949,0.259132,0.138419,1.45731,0.259132,1.43622,0.259132,0.380456,1.32118,0.0170949,-0.454357,0.138419,-0.00334633,0.380456,0.718337,2.51307,1.45731,0.743823,0.0170949,1.70947,1.70947,-0.12467,1.83079,1.57864,1.83079,0.455248,0.718337,1.83079,1.45731,1.57864,0.865147,0.138419,0.718337,0.597013,1.57798,1.70947,0.0170949,1.31555,1.83079,1.83079,1.57864,1.70947,0.259132,1.57864,0.23869,0.0170949,1.83079,1.70947,0.0170949,1.70947,0.259132,2.65484,1.07914,1.70947,1.70947,0.138419,9.23582,9.08867,18.4959,3.37144,21.064,9.50431,8.08666,0.513756,2.93412,14.9159,17.4375,6.31294,9.9849,8.77166
-720.058,2.17771e-10,0.0999738,2,5,1,731.492,-0.583516,-0.406958,0.46708,0.651021,-0.160483,0.0732947,1.37829,-0.71982,1.73455,-0.0587897,-0.935098,0.361449,0.201767,1.37086,0.161775,0.720859,0.759786,0.620388,5.05219,1.83079,1.31555,1.70947,2.65019,0.718337,1.70947,0.455248,0.117367,0.259132,1.45731,0.259132,0.259132,1.57864,1.68903,1.45731,0.23869,1.57864,1.31555,1.83079,0.138419,1.83079,0.23869,0.597013,1.70947,0.597013,0.0170949,0.138419,0.718337,1.70947,0.117367,0.380456,1.83079,1.83079,0.259132,0.865147,1.45731,1.45731,0.957815,1.57864,1.57864,0.138419,1.57864,1.83079,0.259132,0.117367,0.597013,1.00691,1.83079,0.138419,0.0170949,-0.433305,1.83079,1.83079,0.259132,0.380456,0.138419,0.718337,0.380456,1.57864,1.45731,1.70947,0.23869,0.597013,0.138419,1.45731,1.83079,1.57864,0.0170949,0.576572,1.70947,2.77616,1.45731,0.259132,1.5677,1.57864,1.45731,0.259132,1.70947,-0.696394,0.138419,0.259132,1.70947,1.70947,1.57864,1.83079,1.45731,1.57864,1.57864,0.380456,1.45731,0.259132,1.70947,0.138419,0.259132,0.0170949,0.380456,1.83079,1.70947,1.45731,0.138419,-0.696394,1.70947,0.259132,0.0170949,1.83079,1.83079,1.70947,0.455248,0.597013,-0.433305,1.70947,1.45731,-0.12467,0.0170949,1.83079,0.0170949,1.57864,0.259132,0.259132,0.380456,0.0170949,0.259132,1.70947,0.995981,0.259132,0.0252899,0.117367,0.455248,1.45731,0.138419,0.259132,1.83079,0.380456,1.70947,0.138419,0.597013,1.70947,1.45731,1.70947,0.259132,0.117367,0.117367,1.83079,1.70947,1.45731,0.138419,1.83079,0.0170949,1.70947,1.45731,0.259132,1.70947,-0.454357,1.31555,0.0170949,0.576572,1.70947,1.45731,0.743823,2.37759,0.259132,0.0170949,-0.454357,-0.12467,1.70947,1.5677,1.70947,1.45731,1.57864,0.117367,0.380456,0.138419,0.0170949,0.597013,1.45731,0.718337,1.45731,0.138419,1.31555,1.31555,0.259132,1.31489,0.0170949,-0.00334633,1.70947,0.380456,0.0170949,1.57864,1.5677,0.597013,1.31555,0.718337,1.45731,1.57864,1.70947,0.259132,0.259132,1.70947,0.117367,-0.12467,0.138419,0.259132,1.45731,0.259132,1.45731,1.70947,1.70947,0.455248,0.0170949,0.259132,0.138419,1.45731,0.259132,1.43622,0.259132,0.380456,1.32118,0.0170949,-0.454357,0.138419,-0.00334633,0.380456,0.718337,2.51307,1.45731,0.743823,0.0170949,1.70947,1.70947,-0.12467,1.83079,1.57864,1.83079,0.455248,0.718337,1.83079,1.45731,1.57864,0.865147,0.138419,0.718337,0.597013,1.57798,1.70947,0.0170949,1.31555,1.83079,1.83079,1.57864,1.70947,0.259132,1.57864,0.23869,0.0170949,1.83079,1.70947,0.0170949,1.70947,0.259132,2.65484,1.07914,1.70947,1.70947,0.138419,9.23582,9.08867,18.4959,3.37144,21.064,9.50431,8.08666,0.513756,2.93412,14.9159,17.4375,6.31294,9.9849,8.77166
-720.058,0.0260776,0.0999738,1,3,1,732.553,-0.583516,-0.406958,0.46708,0.651021,-0.160483,0.0732947,1.37829,-0.71982,1.73455,-0.0587897,-0.935098,0.361449,0.201767,1.37086,0.161775,0.720859,0.759786,0.620388,5.05219,1.83079,1.31555,1.70947,2.65019,0.718337,1.70947,0.455248,0.117367,0.259132,1.45731,0.259132,0.259132,1.57864,1.68903,1.45731,0.23869,1.57864,1.31555,1.83079,0.138419,1.83079,0.23869,0.597013,1.70947,0.597013,0.0170949,0.138419,0.718337,1.70947,0.117367,0.380456,1.83079,1.83079,0.259132,0.865147,1.45731,1.45731,0.957815,1.57864,1.57864,0.138419,1.57864,1.83079,0.259132,0.117367,0.597013,1.00691,1.83079,0.138419,0.0170949,-0.433305,1.83079,1.83079,0.259132,0.380456,0.138419,0.718337,0.380456,1.57864,1.45731,1.70947,0.23869,0.597013,0.138419,1.45731,1.83079,1.57864,0.0170949,0.576572,1.70947,2.77616,1.45731,0.259132,1.5677,1.57864,1.45731,0.259132,1.70947,-0.696394,0.138419,0.259132,1.70947,1.70947,1.57864,1.83079,1.45731,1.57864,1.57864,0.380456,1.45731,0.259132,1.70947,0.138419,0.259132,0.0170949,0.380456,1.83079,1.70947,1.45731,0.138419,-0.696394,1.70947,0.259132,0.0170949,1.83079,1.83079,1.70947,0.455248,0.597013,-0.433305,1.70947,1.45731,-0.12467,0.0170949,1.83079,0.0170949,1.57864,0.259132,0.259132,0.380456,0.0170949,0.259132,1.70947,0.995981,0.259132,0.0252899,0.117367,0.455248,1.45731,0.138419,0.259132,1.83079,0.380456,1.70947,0.138419,0.597013,1.70947,1.45731,1.70947,0.259132,0.117367,0.117367,1.83079,1.70947,1.45731,0.138419,1.83079,0.0170949,1.70947,1.45731,0.259132,1.70947,-0.454357,1.31555,0.0170949,0.576572,1.70947,1.45731,0.743823,2.37759,0.259132,0.0170949,-0.454357,-0.12467,1.70947,1.5677,1.70947,1.45731,1.57864,0.117367,0.380456,0.138419,0.0170949,0.597013,1.45731,0.718337,1.45731,0.138419,1.31555,1.31555,0.259132,1.31489,0.0170949,-0.00334633,1.70947,0.380456,0.0170949,1.57864,1.5677,0.597013,1.31555,0.718337,1.45731,1.57864,1.70947,0.259132,0.259132,1.70947,0.117367,-0.12467,0.138419,0.259132,1.45731,0.259132,1.45731,1.70947,1.70947,0.455248,0.0170949,0.259132,0.138419,1.45731,0.259132,1.43622,0.259132,0.380456,1.32118,0.0170949,-0.454357,0.138419,-0.00334633,0.380456,0.718337,2.51307,1.45731,0.743823,0.0170949,1.70947,1.70947,-0.12467,1.83079,1.57864,1.83079,0.455248,0.718337,1.83079,1.45731,1.57864,0.865147,0.138419,0.718337,0.597013,1.57798,1.70947,0.0170949,1.31555,1.83079,1.83079,1.57864,1.70947,0.259132,1.57864,0.23869,0.0170949,1.83079,1.70947,0.0170949,1.70947,0.259132,2.65484,1.07914,1.70947,1.70947,0.138419,9.23582,9.08867,18.4959,3.37144,21.064,9.50431,8.08666,0.513756,2.93412,14.9159,17.4375,6.31294,9.9849,8.77166
-720.058,3.61508e-16,0.0999738,1,3,1,727.08,-0.583516,-0.406958,0.46708,0.651021,-0.160483,0.0732947,1.37829,-0.71982,1.73455,-0.0587897,-0.935098,0.361449,0.201767,1.37086,0.161775,0.720859,0.759786,0.620388,5.05219,1.83079,1.31555,1.70947,2.65019,0.718337,1.70947,0.455248,0.117367,0.259132,1.45731,0.259132,0.259132,1.57864,1.68903,1.45731,0.23869,1.57864,1.31555,1.83079,0.138419,1.83079,0.23869,0.597013,1.70947,0.597013,0.0170949,0.138419,0.718337,1.70947,0.117367,0.380456,1.83079,1.83079,0.259132,0.865147,1.45731,1.45731,0.957815,1.57864,1.57864,0.138419,1.57864,1.83079,0.259132,0.117367,0.597013,1.00691,1.83079,0.138419,0.0170949,-0.433305,1.83079,1.83079,0.259132,0.380456,0.138419,0.718337,0.380456,1.57864,1.45731,1.70947,0.23869,0.597013,0.138419,1.45731,1.83079,1.57864,0.0170949,0.576572,1.70947,2.77616,1.45731,0.259132,1.5677,1.57864,1.45731,0.259132,1.70947,-0.696394,0.138419,0.259132,1.70947,1.70947,1.57864,1.83079,1.45731,1.57864,1.57864,0.380456,1.45731,0.259132,1.70947,0.138419,0.259132,0.0170949,0.380456,1.83079,1.70947,1.45731,0.138419,-0.696394,1.70947,0.259132,0.0170949,1.83079,1.83079,1.70947,0.455248,0.597013,-0.433305,1.70947,1.45731,-0.12467,0.0170949,1.83079,0.0170949,1.57864,0.259132,0.259132,0.380456,0.0170949,0.259132,1.70947,0.995981,0.259132,0.0252899,0.117367,0.455248,1.45731,0.138419,0.259132,1.83079,0.380456,1.70947,0.138419,0.597013,1.70947,1.45731,1.70947,0.259132,0.117367,0.117367,1.83079,1.70947,1.45731,0.138419,1.83079,0.0170949,1.70947,1.45731,0.259132,1.70947,-0.454357,1.31555,0.0170949,0.576572,1.70947,1.45731,0.743823,2.37759,0.259132,0.0170949,-0.454357,-0.12467,1.70947,1.5677,1.70947,1.45731,1.57864,0.117367,0.380456,0.138419,0.0170949,0.597013,1.45731,0.718337,1.45731,0.138419,1.31555,1.31555,0.259132,1.31489,0.0170949,-0.00334633,1.70947,0.380456,0.0170949,1.57864,1.5677,0.597013,1.31555,0.718337,1.45731,1.57864,1.70947,0.259132,0.259132,1.70947,0.117367,-0.12467,0.138419,0.259132,1.45731,0.259132,1.45731,1.70947,1.70947,0.455248,0.0170949,0.259132,0.138419,1.45731,0.259132,1.43622,0.259132,0.380456,1.32118,0.0170949,-0.454357,0.138419,-0.00334633,0.380456,0.718337,2.51307,1.45731,0.743823,0.0170949,1.70947,1.70947,-0.12467,1.83079,1.57864,1.83079,0.455248,0.718337,1.83079,1.45731,1.57864,0.865147,0.138419,0.718337,0.597013,1.57798,1.70947,0.0170949,1.31555,1.83079,1.83079,1.57864,1.70947,0.259132,1.57864,0.23869,0.0170949,1.83079,1.70947,0.0170949,1.70947,0.259132,2.65484,1.07914,1.70947,1.70947,0.138419,9.23582,9.08867,18.4959,3.37144,21.064,9.50431,8.08666,0.513756,2.93412,14.9159,17.4375,6.31294,9.9849,8.77166
-720.058,1.67726e-16,0.0999738,1,3,1,728.585,-0.583516,-0.406958,0.46708,0.651021,-0.160483,0.0732947,1.37829,-0.71982,1.73455,-0.0587897,-0.935098,0.361449,0.201767,1.37086,0.161775,0.720859,0.759786,0.620388,5.05219,1.83079,1.31555,1.70947,2.65019,0.718337,1.70947,0.455248,0.117367,0.259132,1.45731,0.259132,0.259132,1.57864,1.68903,1.45731,0.23869,1.57864,1.31555,1.83079,0.138419,1.83079,0.23869,0.597013,1.70947,0.597013,0.0170949,0.138419,0.718337,1.70947,0.117367,0.380456,1.83079,1.83079,0.259132,0.865147,1.45731,1.45731,0.957815,1.57864,1.57864,0.138419,1.57864,1.83079,0.259132,0.117367,0.597013,1.00691,1.83079,0.138419,0.0170949,-0.433305,1.83079,1.83079,0.259132,0.380456,0.138419,0.718337,0.380456,1.57864,1.45731,1.70947,0.23869,0.597013,0.138419,1.45731,1.83079,1.57864,0.0170949,0.576572,1.70947,2.77616,1.45731,0.259132,1.5677,1.57864,1.45731,0.259132,1.70947,-0.696394,0.138419,0.259132,1.70947,1.70947,1.57864,1.83079,1.45731,1.57864,1.57864,0.380456,1.45731,0.259132,1.70947,0.138419,0.259132,0.0170949,0.380456,1.83079,1.70947,1.45731,0.138419,-0.696394,1.70947,0.259132,0.0170949,1.83079,1.83079,1.70947,0.455248,0.597013,-0.433305,1.70947,1.45731,-0.12467,0.0170949,1.83079,0.0170949,1.57864,0.259132,0.259132,0.380456,0.0170949,0.259132,1.70947,0.995981,0.259132,0.0252899,0.117367,0.455248,1.45731,0.138419,0.259132,1.83079,0.380456,1.70947,0.138419,0.597013,1.70947,1.45731,1.70947,0.259132,0.117367,0.117367,1.83079,1.70947,1.45731,0.138419,1.83079,0.0170949,1.70947,1.45731,0.259132,1.70947,-0.454357,1.31555,0.0170949,0.576572,1.70947,1.45731,0.743823,2.37759,0.259132,0.0170949,-0.454357,-0.12467,1.70947,1.5677,1.70947,1.45731,1.57864,0.117367,0.380456,0.138419,0.0170949,0.597013,1.45731,0.718337,1.45731,0.138419,1.31555,1.31555,0.259132,1.31489,0.0170949,-0.00334633,1.70947,0.380456,0.0170949,1.57864,1.5677,0.597013,1.31555,0.718337,1.45731,1.57864,1.70947,0.259132,0.259132,1.70947,0.117367,-0.12467,0.138419,0.259132,1.45731,0.259132,1.45731,1.70947,1.70947,0.455248,0.0170949,0.259132,0.138419,1.45731,0.259132,1.43622,0.259132,0.380456,1.32118,0.0170949,-0.454357,0.138419,-0.00334633,0.380456,0.718337,2.51307,1.45731,0.743823,0.0170949,1.70947,1.70947,-0.12467,1.83079,1.57864,1.83079,0.455248,0.718337,1.83079,1.45731,1.57864,0.865147,0.138419,0.718337,0.597013,1.57798,1.70947,0.0170949,1.31555,1.83079,1.83079,1.57864,1.70947,0.259132,1.57864,0.23869,0.0170949,1.83079,1.70947,0.0170949,1.70947,0.259132,2.65484,1.07914,1.70947,1.70947,0.138419,9.23582,9.08867,18.4959,3.37144,21.064,9.50431,8.08666,0.513756,2.93412,14.9159,17.4375,6.31294,9.9849,8.77166
