# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = start_model
# method = sample (Default)
#   sample
#     num_samples = 10
#     num_warmup = 5
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.999
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = /var/folders/yz/4lf5f4ws1sd6l1jd4wb8hxth0000gn/T/RtmpuCG2N5/standata-695c5f8fe5b.json
# init = 2 (Default)
# random
#   seed = 870317468
# output
#   file = /Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/hero-study/include/start/IgG_S/start-202103091711-1-0c22aa.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 v2.26.1
# stancflags = --name=start_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,z_a.1,z_a.2,z_a.3,z_a.4,z_a.5,z_e.1,z_e.2,z_e.3,z_e.4,z_g.1,z_g.2,z_s.1,z_s.2,sigma_a_1,sigma_g_1,sigma_e_1,sigma_s_1,a,sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,mu.23,mu.24,mu.25,mu.26,mu.27,mu.28,mu.29,mu.30,mu.31,mu.32,mu.33,mu.34,mu.35,mu.36,mu.37,mu.38,mu.39,mu.40,mu.41,mu.42,mu.43,mu.44,mu.45,mu.46,mu.47,mu.48,mu.49,mu.50,mu.51,mu.52,mu.53,mu.54,mu.55,mu.56,mu.57,mu.58,mu.59,mu.60,mu.61,mu.62,mu.63,mu.64,mu.65,mu.66,mu.67,mu.68,mu.69,mu.70,mu.71,mu.72,mu.73,mu.74,mu.75,mu.76,mu.77,mu.78,mu.79,mu.80,mu.81,mu.82,mu.83,mu.84,mu.85,mu.86,mu.87,mu.88,mu.89,mu.90,mu.91,mu.92,mu.93,mu.94,mu.95,mu.96,mu.97,mu.98,mu.99,mu.100,mu.101,mu.102,mu.103,mu.104,mu.105,mu.106,mu.107,mu.108,mu.109,mu.110,mu.111,mu.112,mu.113,mu.114,mu.115,mu.116,mu.117,mu.118,mu.119,mu.120,mu.121,mu.122,mu.123,mu.124,mu.125,mu.126,mu.127,mu.128,mu.129,mu.130,mu.131,mu.132,mu.133,mu.134,mu.135,mu.136,mu.137,mu.138,mu.139,mu.140,mu.141,mu.142,mu.143,mu.144,mu.145,mu.146,mu.147,mu.148,mu.149,mu.150,mu.151,mu.152,mu.153,mu.154,mu.155,mu.156,mu.157,mu.158,mu.159,mu.160,mu.161,mu.162,mu.163,mu.164,mu.165,mu.166,mu.167,mu.168,mu.169,mu.170,mu.171,mu.172,mu.173,mu.174,mu.175,mu.176,mu.177,mu.178,mu.179,mu.180,mu.181,mu.182,mu.183,mu.184,mu.185,mu.186,mu.187,mu.188,mu.189,mu.190,mu.191,mu.192,mu.193,mu.194,mu.195,mu.196,mu.197,mu.198,mu.199,mu.200,mu.201,mu.202,mu.203,mu.204,mu.205,mu.206,mu.207,mu.208,mu.209,mu.210,mu.211,mu.212,mu.213,mu.214,mu.215,mu.216,mu.217,mu.218,mu.219,mu.220,mu.221,mu.222,mu.223,mu.224,mu.225,mu.226,mu.227,mu.228,mu.229,mu.230,mu.231,mu.232,mu.233,mu.234,mu.235,mu.236,mu.237,mu.238,mu.239,mu.240,mu.241,mu.242,mu.243,mu.244,mu.245,mu.246,mu.247,mu.248,mu.249,mu.250,mu.251,mu.252,mu.253,mu.254,mu.255,mu.256,mu.257,mu.258,mu.259,mu.260,mu.261,mu.262,mu.263,mu.264,marginal_i,marginal_e_i.1,marginal_e_i.2,marginal_e_i.3,marginal_e_i.4,marginal_g_i.1,marginal_g_i.2,marginal_a_i.1,marginal_a_i.2,marginal_a_i.3,marginal_a_i.4,marginal_a_i.5,marginal_s_i.1,marginal_s_i.2
# Adaptation terminated
# Step size = 0.0201904
# Diagonal elements of inverse mass matrix:
# 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
-1941.25,1,0.0201904,1,1,0,7093.58,-0.827462,-0.253825,1.60831,-0.506158,0.988225,0.88734,0.325993,-0.567493,1.98613,0.0563184,-1.17512,1.82611,0.513449,0.634598,1.40933,0.511921,0.178027,2.61831,2.32129,3.15582,2.52846,2.92213,2.63476,4.10415,2.92213,2.13496,1.34676,3.08226,4.26396,3.08226,3.08226,4.49765,1.42032,4.26396,1.58045,4.49765,2.52846,3.15582,2.95192,3.15582,1.58045,3.87046,2.92213,3.87046,2.71823,2.95192,4.10415,2.92213,1.34676,3.31595,3.15582,3.15582,3.08226,2.01739,4.26396,4.26396,2.43087,4.49765,4.49765,2.95192,4.49765,3.15582,3.08226,1.34676,3.87046,3.75289,3.15582,2.95192,2.71823,2.20716,3.15582,3.15582,3.08226,3.31595,2.95192,4.10415,3.31595,4.49765,4.26396,2.92213,1.58045,3.87046,2.95192,4.26396,3.15582,4.49765,2.71823,2.36865,2.92213,5.06014,4.26396,3.08226,1.18663,4.49765,4.26396,3.08226,2.92213,0.237971,2.95192,3.08226,2.92213,2.92213,4.49765,3.15582,4.26396,4.49765,4.49765,3.31595,4.26396,3.08226,2.92213,2.95192,3.08226,2.71823,3.31595,3.15582,2.92213,4.26396,2.95192,0.237971,2.92213,3.08226,2.71823,3.15582,3.15582,2.92213,2.13496,3.87046,2.20716,2.92213,4.26396,0.982731,2.71823,3.15582,2.71823,4.49765,3.08226,3.08226,3.31595,2.71823,3.08226,2.92213,0.441869,3.08226,3.1257,1.34676,2.13496,4.26396,2.95192,3.08226,3.15582,3.31595,2.92213,2.95192,3.87046,2.92213,4.26396,2.92213,3.08226,1.34676,1.34676,3.15582,2.92213,4.26396,2.95192,3.15582,2.71823,2.92213,4.26396,3.08226,2.92213,0.602,2.52846,2.71823,2.36865,2.92213,4.26396,1.7837,2.47479,3.08226,2.71823,0.602,0.982731,2.92213,1.18663,2.92213,4.26396,4.49765,1.34676,3.31595,2.95192,2.71823,3.87046,4.26396,4.10415,4.26396,2.95192,2.52846,2.52846,3.08226,1.90925,2.71823,1.21642,2.92213,3.31595,2.71823,4.49765,1.18663,3.87046,2.52846,4.10415,4.26396,4.49765,2.92213,3.08226,3.08226,2.92213,1.34676,0.982731,2.95192,3.08226,4.26396,3.08226,4.26396,2.92213,2.92213,2.13496,2.71823,3.08226,2.95192,4.26396,3.08226,2.14294,3.08226,3.31595,3.02858,2.71823,0.602,2.95192,1.21642,3.31595,4.10415,3.09096,4.26396,1.7837,2.71823,2.92213,2.92213,0.982731,3.15582,4.49765,3.15582,2.13496,4.10415,3.15582,4.26396,4.49765,2.01739,2.95192,4.10415,3.87046,3.87844,2.92213,2.71823,2.52846,3.15582,3.15582,4.49765,2.92213,3.08226,4.49765,1.58045,2.71823,3.15582,2.92213,2.71823,2.92213,3.08226,4.82645,2.66455,2.92213,2.92213,2.95192,30.4754,30.7969,27.9233,23.3493,36.4218,33.7623,16.4073,24.4679,28.1082,39.9252,26.5069,35.9902,31.9182,29.5814
-1511.25,1,0.0201904,1,1,0,1859.46,-0.820878,-0.275085,1.56728,-0.496928,0.961818,0.871356,0.328166,-0.548321,2.01591,0.130377,-1.17275,1.77796,0.510753,0.619498,1.37894,0.528848,0.178075,1.92435,2.55505,2.57371,1.8299,2.34805,2.06079,3.4774,2.34805,1.45481,0.688554,2.48548,3.62683,2.48548,2.48548,3.85248,0.776781,3.62683,0.914212,3.85248,1.8299,2.57371,2.37302,2.57371,0.914212,3.25174,2.34805,3.25174,2.14736,2.37302,3.4774,2.34805,0.688554,2.71114,2.57371,2.57371,2.48548,1.30476,3.62683,3.62683,1.8601,3.85248,3.85248,2.37302,3.85248,2.57371,2.48548,0.688554,3.25174,3.10169,2.57371,2.37302,2.14736,1.62223,2.57371,2.57371,2.48548,2.71114,2.37302,3.4774,2.71114,3.85248,3.62683,2.34805,0.914212,3.25174,2.37302,3.62683,2.57371,3.85248,2.14736,1.68047,2.34805,4.45778,3.62683,2.48548,0.551122,3.85248,3.62683,2.48548,2.34805,-0.400357,2.37302,2.48548,2.34805,2.34805,3.85248,2.57371,3.62683,3.85248,3.85248,2.71114,3.62683,2.48548,2.34805,2.37302,2.48548,2.14736,2.71114,2.57371,2.34805,3.62683,2.37302,-0.400357,2.34805,2.48548,2.14736,2.57371,2.57371,2.34805,1.45481,3.25174,1.62223,2.34805,3.62683,0.350436,2.14736,2.57371,2.14736,3.85248,2.48548,2.48548,2.71114,2.14736,2.48548,2.34805,-0.199671,2.48548,2.50095,0.688554,1.45481,3.62683,2.37302,2.48548,2.57371,2.71114,2.34805,2.37302,3.25174,2.34805,3.62683,2.34805,2.48548,0.688554,0.688554,2.57371,2.34805,3.62683,2.37302,2.57371,2.14736,2.34805,3.62683,2.48548,2.34805,-0.0622394,1.8299,2.14736,1.68047,2.34805,3.62683,1.07911,1.76829,2.48548,2.14736,-0.0622394,0.350436,2.34805,0.551122,2.34805,3.62683,3.85248,0.688554,2.71114,2.37302,2.14736,3.25174,3.62683,3.4774,3.62683,2.37302,1.8299,1.8299,2.48548,1.29385,2.14736,0.576095,2.34805,2.71114,2.14736,3.85248,0.551122,3.25174,1.8299,3.4774,3.62683,3.85248,2.34805,2.48548,2.48548,2.34805,0.688554,0.350436,2.37302,2.48548,3.62683,2.48548,3.62683,2.34805,2.34805,1.45481,2.14736,2.48548,2.37302,3.62683,2.48548,1.51951,2.48548,2.71114,2.42388,2.14736,-0.0622394,2.37302,0.576095,2.71114,3.4774,2.4352,3.62683,1.07911,2.14736,2.34805,2.34805,0.350436,2.57371,3.85248,2.57371,1.45481,3.4774,2.57371,3.62683,3.85248,1.30476,2.37302,3.4774,3.25174,3.31644,2.34805,2.14736,1.8299,2.57371,2.57371,3.85248,2.34805,2.48548,3.85248,0.914212,2.14736,2.57371,2.34805,2.14736,2.34805,2.48548,4.23212,2.08576,2.34805,2.34805,2.37302,24.3607,24.6757,21.8031,17.1678,30.7287,27.764,9.79472,18.6187,21.9999,33.4133,20.6256,29.6625,25.754,23.4974
-1046.67,1,0.0201904,2,3,0,1484.6,-0.779657,-0.254592,1.56232,-0.4486,0.999711,0.722663,0.328574,-0.489315,1.99796,0.205066,-1.00544,1.65441,0.443197,0.605979,1.30943,0.561191,0.19364,1.20654,4.24647,1.92913,1.3281,1.69459,1.47344,2.80678,1.69459,0.987172,0.227091,1.81216,2.91317,1.81216,1.81216,3.14771,0.344064,2.91317,0.461629,3.14771,1.3281,1.92913,1.72852,1.92913,0.461629,2.57224,1.69459,2.57224,1.49398,1.72852,2.80678,1.69459,0.227091,2.0467,1.92913,1.92913,1.81216,0.882487,2.91317,2.91317,1.27282,3.14771,3.14771,1.72852,3.14771,1.92913,1.81216,0.227091,2.57224,2.46756,1.92913,1.72852,1.49398,1.04837,1.92913,1.92913,1.81216,2.0467,1.72852,2.80678,2.0467,3.14771,2.91317,1.69459,0.461629,2.57224,1.72852,2.91317,1.92913,3.14771,1.49398,1.22171,1.69459,3.86339,2.91317,1.81216,0.109526,3.14771,2.91317,1.81216,1.69459,-0.771238,1.72852,1.81216,1.69459,1.69459,3.14771,1.92913,2.91317,3.14771,3.14771,2.0467,2.91317,1.81216,1.69459,1.72852,1.81216,1.49398,2.0467,1.92913,1.69459,2.91317,1.72852,-0.771238,1.69459,1.81216,1.49398,1.92913,1.92913,1.69459,0.987172,2.57224,1.04837,1.69459,2.91317,-0.0910875,1.49398,1.92913,1.49398,3.14771,1.81216,1.81216,2.0467,1.49398,1.81216,1.69459,-0.570625,1.81216,1.89209,0.227091,0.987172,2.91317,1.72852,1.81216,1.92913,2.0467,1.69459,1.72852,2.57224,1.69459,2.91317,1.69459,1.81216,0.227091,0.227091,1.92913,1.69459,2.91317,1.72852,1.92913,1.49398,1.69459,2.91317,1.81216,1.69459,-0.45306,1.3281,1.49398,1.22171,1.69459,2.91317,0.647949,1.34148,1.81216,1.49398,-0.45306,-0.0910875,1.69459,0.109526,1.69459,2.91317,3.14771,0.227091,2.0467,1.72852,1.49398,2.57224,2.91317,2.80678,2.91317,1.72852,1.3281,1.3281,1.81216,0.942777,1.49398,0.143451,1.69459,2.0467,1.49398,3.14771,0.109526,2.57224,1.3281,2.80678,2.91317,3.14771,1.69459,1.81216,1.81216,1.69459,0.227091,-0.0910875,1.72852,1.81216,2.91317,1.81216,2.91317,1.69459,1.69459,0.987172,1.49398,1.81216,1.72852,2.91317,1.81216,1.17732,1.81216,2.0467,1.82554,1.49398,-0.45306,1.72852,0.143451,2.0467,2.80678,2.04379,2.91317,0.647949,1.49398,1.69459,1.69459,-0.0910875,1.92913,3.14771,1.92913,0.987172,2.80678,1.92913,2.91317,3.14771,0.882487,1.72852,2.80678,2.57224,2.76238,1.69459,1.49398,1.3281,1.92913,1.92913,3.14771,1.69459,1.81216,3.14771,0.461629,1.49398,1.92913,1.69459,1.49398,1.69459,1.81216,3.62885,1.50736,1.69459,1.69459,1.72852,18.1277,18.3676,16.156,11.5661,25.5245,21.1297,5.27902,12.5952,15.7769,26.787,14.6013,23.3777,19.5758,17.2304
-957.376,1,0.0201904,2,3,0,1054.4,-0.738946,-0.155287,1.49669,-0.376228,0.942795,0.626134,0.354348,-0.498447,1.96699,0.212612,-0.928764,1.53418,0.442187,0.555587,1.36135,0.555582,0.206848,1.06301,5.0366,1.80864,1.06951,1.58276,1.43176,2.54147,1.58276,0.761773,0.151694,1.70551,2.62333,1.70551,1.70551,2.8492,0.254819,2.62333,0.377571,2.8492,1.06951,1.80864,1.60711,1.80864,0.377571,2.31559,1.58276,2.31559,1.38124,1.60711,2.54147,1.58276,0.151694,1.93139,1.80864,1.80864,1.70551,0.670589,2.62333,2.62333,1.23024,2.8492,2.8492,1.60711,2.8492,1.80864,1.70551,0.151694,2.31559,2.22441,1.80864,1.60711,1.38124,0.982318,1.80864,1.80864,1.70551,1.93139,1.60711,2.54147,1.93139,2.8492,2.62333,1.58276,0.377571,2.31559,1.60711,2.62333,1.80864,2.8492,1.38124,0.98765,1.58276,3.59416,2.62333,1.70551,0.028942,2.8492,2.62333,1.70551,1.58276,-0.797376,1.60711,1.70551,1.58276,1.58276,2.8492,1.80864,2.62333,2.8492,2.8492,1.93139,2.62333,1.70551,1.58276,1.60711,1.70551,1.38124,1.93139,1.80864,1.58276,2.62333,1.60711,-0.797376,1.58276,1.70551,1.38124,1.80864,1.80864,1.58276,0.761773,2.31559,0.982318,1.58276,2.62333,-0.172579,1.38124,1.80864,1.38124,2.8492,1.70551,1.70551,1.93139,1.38124,1.70551,1.58276,-0.595855,1.70551,1.69079,0.151694,0.761773,2.62333,1.60711,1.70551,1.80864,1.93139,1.58276,1.60711,2.31559,1.58276,2.62333,1.58276,1.70551,0.151694,0.151694,1.80864,1.58276,2.62333,1.60711,1.80864,1.38124,1.58276,2.62333,1.70551,1.58276,-0.473103,1.06951,1.38124,0.98765,1.58276,2.62333,0.444712,1.14439,1.70551,1.38124,-0.473103,-0.172579,1.58276,0.028942,1.58276,2.62333,2.8492,0.151694,1.93139,1.60711,1.38124,2.31559,2.62333,2.54147,2.62333,1.60711,1.06951,1.06951,1.70551,0.896651,1.38124,0.053298,1.58276,1.93139,1.38124,2.8492,0.028942,2.31559,1.06951,2.54147,2.62333,2.8492,1.58276,1.70551,1.70551,1.58276,0.151694,-0.172579,1.60711,1.70551,2.62333,1.70551,2.62333,1.58276,1.58276,0.761773,1.38124,1.70551,1.60711,2.62333,1.70551,1.12253,1.70551,1.93139,1.78039,1.38124,-0.473103,1.60711,0.053298,1.93139,2.54147,1.81447,2.62333,0.444712,1.38124,1.58276,1.58276,-0.172579,1.80864,2.8492,1.80864,0.761773,2.54147,1.80864,2.62333,2.8492,0.670589,1.60711,2.54147,2.31559,2.67634,1.58276,1.38124,1.06951,1.80864,1.80864,2.8492,1.58276,1.70551,2.8492,0.377571,1.38124,1.80864,1.58276,1.38124,1.58276,1.70551,3.36828,1.45612,1.58276,1.58276,1.60711,16.5463,16.7369,15.2269,10.4889,24.1865,19.4891,3.95094,11.5431,14.7858,23.964,13.5583,20.8866,17.9409,15.6821
-716.177,0.995024,0.0201904,3,7,0,964.985,-0.530512,0.00547872,1.0001,-0.186805,0.684608,0.0957026,0.310596,-0.510641,1.85127,0.374671,-0.464629,0.640492,0.120228,0.568948,1.39767,0.568507,0.208355,0.596746,6.2467,1.20199,0.595813,1.09359,1.21576,1.69778,1.09359,0.416313,0.0299234,1.20299,1.76888,1.20299,1.20299,1.87728,0.0289235,1.76888,0.138323,1.87728,0.595813,1.20199,1.00644,1.20199,0.138323,1.58938,1.09359,1.58938,0.898035,1.00644,1.69778,1.09359,0.0299234,1.31139,1.20199,1.20199,1.20299,0.359503,1.76888,1.76888,1.0202,1.87728,1.87728,1.00644,1.87728,1.20199,1.20299,0.0299234,1.58938,1.53257,1.20199,1.00644,0.898035,0.661724,1.20199,1.20199,1.20299,1.31139,1.00644,1.69778,1.31139,1.87728,1.76888,1.09359,0.138323,1.58938,1.00644,1.76888,1.20199,1.87728,0.898035,0.524713,1.09359,2.87533,1.76888,1.20299,-0.0794762,1.87728,1.76888,1.20299,1.09359,-0.619739,1.00644,1.20299,1.09359,1.09359,1.87728,1.20199,1.76888,1.87728,1.87728,1.31139,1.76888,1.20299,1.09359,1.00644,1.20299,0.898035,1.31139,1.20199,1.09359,1.76888,1.00644,-0.619739,1.09359,1.20299,0.898035,1.20199,1.20199,1.09359,0.416313,1.58938,0.661724,1.09359,1.76888,-0.275028,0.898035,1.20199,0.898035,1.87728,1.20299,1.20299,1.31139,0.898035,1.20299,1.09359,-0.424187,1.20299,1.24467,0.0299234,0.416313,1.76888,1.00644,1.20299,1.20199,1.31139,1.09359,1.00644,1.58938,1.09359,1.76888,1.09359,1.20299,0.0299234,0.0299234,1.20199,1.09359,1.76888,1.00644,1.20199,0.898035,1.09359,1.76888,1.20299,1.09359,-0.314787,0.595813,0.898035,0.524713,1.09359,1.76888,0.251103,0.826381,1.20299,0.898035,-0.314787,-0.275028,1.09359,-0.0794762,1.09359,1.76888,1.87728,0.0299234,1.31139,1.00644,0.898035,1.58938,1.76888,1.69778,1.76888,1.00644,0.595813,0.595813,1.20299,1.02798,0.898035,-0.166628,1.09359,1.31139,0.898035,1.87728,-0.0794762,1.58938,0.595813,1.69778,1.76888,1.87728,1.09359,1.20299,1.20299,1.09359,0.0299234,-0.275028,1.00644,1.20299,1.76888,1.20299,1.76888,1.09359,1.09359,0.416313,0.898035,1.20299,1.00644,1.76888,1.20299,1.13638,1.20299,1.31139,1.43355,0.898035,-0.314787,1.00644,-0.166628,1.31139,1.69778,1.59387,1.76888,0.251103,0.898035,1.09359,1.09359,-0.275028,1.20199,1.87728,1.20199,0.416313,1.69778,1.20199,1.76888,1.87728,0.359503,1.00644,1.69778,1.58938,2.30944,1.09359,0.898035,0.595813,1.20199,1.20199,1.87728,1.09359,1.20299,1.87728,0.138323,0.898035,1.20199,1.09359,0.898035,1.09359,1.20299,2.76693,1.1286,1.09359,1.09359,1.00644,11.0967,11.0296,12.2512,7.58246,21.0101,13.3184,1.58781,7.24052,10.29,15.9489,9.19604,14.1539,11.766,10.682
-652.438,0.99631,0.0201904,4,15,0,728.576,0.0318598,-0.1769,0.379761,0.0727032,0.789161,0.129561,0.485823,-0.369959,1.77402,0.224766,-0.217125,-0.154167,-0.100205,0.589327,1.74883,0.668118,0.192434,0.776079,6.13937,1.2689,0.687447,1.27928,1.51731,1.69113,1.27928,0.928717,0.359392,1.13218,1.46024,1.13218,1.13218,1.44986,0.496105,1.46024,0.349008,1.44986,0.687447,1.2689,1.24483,1.2689,0.349008,1.70151,1.27928,1.70151,1.25521,1.24483,1.69113,1.27928,0.359392,1.1218,1.2689,1.2689,1.13218,0.343324,1.46024,1.46024,1.49324,1.44986,1.44986,1.24483,1.44986,1.2689,1.13218,0.359392,1.70151,1.11612,1.2689,1.24483,1.25521,0.911089,1.2689,1.2689,1.13218,1.1218,1.24483,1.69113,1.1218,1.44986,1.46024,1.27928,0.349008,1.70151,1.24483,1.46024,1.2689,1.44986,1.25521,0.918333,1.27928,2.54855,1.46024,1.13218,0.50649,1.44986,1.46024,1.13218,1.27928,0.148681,1.24483,1.13218,1.27928,1.27928,1.44986,1.2689,1.46024,1.44986,1.44986,1.1218,1.46024,1.13218,1.27928,1.24483,1.13218,1.25521,1.1218,1.2689,1.27928,1.46024,1.24483,0.148681,1.27928,1.13218,1.25521,1.2689,1.2689,1.27928,0.928717,1.70151,0.911089,1.27928,1.46024,0.482419,1.25521,1.2689,1.25521,1.44986,1.13218,1.13218,1.1218,1.25521,1.13218,1.27928,0.172751,1.13218,1.36777,0.359392,0.928717,1.46024,1.24483,1.13218,1.2689,1.1218,1.27928,1.24483,1.70151,1.27928,1.46024,1.27928,1.13218,0.359392,0.359392,1.2689,1.27928,1.46024,1.24483,1.2689,1.25521,1.27928,1.46024,1.13218,1.27928,0.0256535,0.687447,1.25521,0.918333,1.27928,1.46024,0.353708,0.915088,1.13218,1.25521,0.0256535,0.482419,1.27928,0.50649,1.27928,1.46024,1.44986,0.359392,1.1218,1.24483,1.25521,1.70151,1.46024,1.69113,1.46024,1.24483,0.687447,0.687447,1.13218,1.45808,1.25521,0.472035,1.27928,1.1218,1.25521,1.44986,0.50649,1.70151,0.687447,1.69113,1.46024,1.44986,1.27928,1.13218,1.13218,1.27928,0.359392,0.482419,1.24483,1.13218,1.46024,1.13218,1.46024,1.27928,1.27928,0.928717,1.25521,1.13218,1.24483,1.46024,1.13218,1.4477,1.13218,1.1218,1.35983,1.25521,0.0256535,1.24483,0.472035,1.1218,1.69113,1.78614,1.46024,0.353708,1.25521,1.27928,1.27928,0.482419,1.2689,1.44986,1.2689,0.928717,1.69113,1.2689,1.46024,1.44986,0.343324,1.24483,1.69113,1.70151,2.22049,1.27928,1.25521,0.687447,1.2689,1.2689,1.44986,1.27928,1.13218,1.44986,0.349008,1.25521,1.2689,1.27928,1.25521,1.27928,1.13218,2.55893,1.48285,1.27928,1.27928,1.24483,11.8444,11.7266,14.1069,8.38923,22.7135,13.308,5.58011,11.1666,9.9363,13.2168,11.4073,15.6295,11.7803,11.8841
