# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1350508874
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/change/IgG_S_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/change/IgG_S_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,x_a.1,x_a.2,x_a.3,x_a.4,x_a.5,x_e.1,x_e.2,x_e.3,x_e.4,x_g.1,x_g.2,x_s.1,x_s.2,sigma,sigma_a_2,sigma_g_2,sigma_e_2,sigma_s_2,b,p_x_a.1,p_x_a.2,p_x_a.3,p_x_a.4,p_x_a.5,p_x_e.1,p_x_e.2,p_x_e.3,p_x_e.4,p_x_g.1,p_x_g.2,p_x_s.1,p_x_s.2,p_sigma,p_sigma_a_2,p_sigma_g_2,p_sigma_e_2,p_sigma_s_2,p_b,g_x_a.1,g_x_a.2,g_x_a.3,g_x_a.4,g_x_a.5,g_x_e.1,g_x_e.2,g_x_e.3,g_x_e.4,g_x_g.1,g_x_g.2,g_x_s.1,g_x_s.2,g_sigma,g_sigma_a_2,g_sigma_g_2,g_sigma_e_2,g_sigma_s_2,g_b
-1651.83,1,0.0078125,1,1,0,7983.96,-1.55201,1.47787,-0.102088,-0.544651,-0.388692,-0.382307,0.658436,1.03486,1.41432,-0.424945,-1.16032,1.53096,-1.46731,-0.802483,-1.20144,0.623192,-0.137109,-0.357612,1.50967,1.49084,-0.477215,2.64871,2.63493,2.15652,17.1634,-1.05086,0.944235,-1.47051,22.3459,21.3307,-8.47147,25.3713,82.3375,-0.739897,-39.7579,-7.43775,-45.1106,14.9557,-81.1287,105.385,19.3738,-24.2003,-15.605,-79.1839,36.821,71.7663,40.9909,608.622,-467.754,650.085,-625.944,-2414.55,20.0476,179.017,122.537,1325.74,155.412
-1651.83,0,10.0182,0,1,1,1663.04,-1.55201,1.47787,-0.102088,-0.544651,-0.388692,-0.382307,0.658436,1.03486,1.41432,-0.424945,-1.16032,1.53096,-1.46731,-0.802483,-1.20144,0.623192,-0.137109,-0.357612,1.50967,0.333705,0.173694,-2.38933,1.44393,0.141065,1.42506,-0.74283,-0.657891,1.32748,-0.938347,-1.0074,-0.783073,0.257878,-1.2389,-0.278781,-1.06254,0.555672,1.55838,1.2728,-81.1287,105.385,19.3738,-24.2003,-15.605,-79.1839,36.821,71.7663,40.9909,608.622,-467.754,650.085,-625.944,-2414.55,20.0476,179.017,122.537,1325.74,155.412
-1651.83,0,0.951493,0,1,1,1665.62,-1.55201,1.47787,-0.102088,-0.544651,-0.388692,-0.382307,0.658436,1.03486,1.41432,-0.424945,-1.16032,1.53096,-1.46731,-0.802483,-1.20144,0.623192,-0.137109,-0.357612,1.50967,2.08615,0.727139,0.401143,0.714915,0.898888,0.547611,1.95845,1.71079,0.639737,-0.0743301,0.456349,-1.7759,0.900938,0.990128,2.14575,0.865319,1.38311,-1.14628,0.029839,-81.1287,105.385,19.3738,-24.2003,-15.605,-79.1839,36.821,71.7663,40.9909,608.622,-467.754,650.085,-625.944,-2414.55,20.0476,179.017,122.537,1325.74,155.412
-1651.83,0,0.0488594,0,1,1,1665.34,-1.55201,1.47787,-0.102088,-0.544651,-0.388692,-0.382307,0.658436,1.03486,1.41432,-0.424945,-1.16032,1.53096,-1.46731,-0.802483,-1.20144,0.623192,-0.137109,-0.357612,1.50967,1.71109,-0.552049,-0.600548,-0.624452,-0.472077,-0.103371,1.04164,2.76643,1.27,0.438675,1.08983,0.426406,-0.240208,-1.231,-0.138217,-1.87967,-0.791402,-2.21215,-0.494898,-81.1287,105.385,19.3738,-24.2003,-15.605,-79.1839,36.821,71.7663,40.9909,608.622,-467.754,650.085,-625.944,-2414.55,20.0476,179.017,122.537,1325.74,155.412
-1122.97,1,0.00191619,5,31,0,1662.68,-1.5183,1.48653,-0.104002,-0.555762,-0.417385,-0.38891,0.662711,1.0432,1.40322,-0.467997,-1.10888,1.48291,-1.40517,-0.610363,-1.21964,0.636284,-0.134823,-0.446535,1.51017,3.05642,-0.0433357,-0.230838,-0.633977,-2.03444,0.173973,0.113668,0.194469,-1.06287,-6.10053,6.3541,-7.07073,8.1701,26.3271,-1.4883,0.114108,-0.56079,-13.1822,-0.702337,-80.9233,100.704,8.64219,-32.0224,-15.1808,-109.037,25.3225,56.4847,30.0822,291.976,-297.379,418.702,-447.11,-1297.77,19.233,85.6516,94.803,704.859,79.4899
-958.971,1,0.00132442,4,15,0,1138.6,-1.49461,1.47355,-0.118444,-0.526845,-0.413008,-0.399007,0.652399,1.01392,1.38274,-0.472011,-1.09199,1.42899,-1.35589,-0.533927,-1.23114,0.617429,-0.148812,-0.483948,1.50903,2.45867,-1.68769,-1.25681,2.60408,0.452352,-0.26739,-1.00625,-2.775,-1.88571,-1.97728,2.99208,-6.83508,6.57737,13.1571,-1.06641,-1.91591,-1.66201,-6.74832,-0.625325,-78.203,99.9129,6.37304,-29.2601,-13.6999,-92.5021,21.9374,50.5877,26.4699,244,-235.864,357.191,-379.441,-975.723,15.796,35.9452,72.9328,518.611,88.3131
-825.817,1,0.00104407,5,31,0,968.225,-1.50684,1.46062,-0.117903,-0.507868,-0.395084,-0.385599,0.671136,1.02145,1.39464,-0.494153,-1.08517,1.39747,-1.33186,-0.443346,-1.21888,0.592571,-0.137739,-0.557727,1.49095,-0.259291,-1.61068,-0.00270702,1.50935,1.32154,1.57894,1.13152,0.158191,0.629281,-2.97432,1.97846,-4.51446,4.20423,12.1897,0.719936,-1.85282,0.253895,-8.19302,-1.84057,-79.3528,98.5323,4.28866,-29.0392,-12.5911,-90.1892,19.0131,46.4903,23.837,158.193,-182.686,293.273,-326.326,-681.275,16.1676,9.74656,64.0748,357.65,74.9266
-771.856,1,0.000899589,5,31,0,832.07,-1.48634,1.46755,-0.102555,-0.501035,-0.407051,-0.374729,0.670119,1.01791,1.39826,-0.502451,-1.06416,1.37442,-1.30902,-0.409088,-1.20058,0.601641,-0.14549,-0.59184,1.4827,2.21433,0.0130365,1.28516,0.754074,-0.948296,1.45056,-0.193715,-0.56741,0.173373,-1.55836,2.81747,-3.61385,3.80071,6.60688,1.46331,0.744359,-1.02345,-4.83518,-1.12582,-78.7527,99.0921,4.5407,-29.1577,-12.8767,-88.55,17.4965,44.0629,22.5819,130.322,-166.171,269.635,-306.328,-576.437,17.6664,1.52936,59.1563,301.037,68.4256
-635.003,1,0.000824805,6,63,0,781.726,-1.4935,1.43162,-0.114916,-0.465371,-0.398216,-0.330105,0.661324,0.980464,1.39362,-0.519535,-1.07892,1.27669,-1.22729,-0.260491,-1.25491,0.599096,-0.151731,-0.659909,1.44809,0.600223,-2.65723,-0.555628,1.86837,0.524931,2.89,-0.554263,-2.06047,-0.432275,-1.80618,1.14298,-6.95483,6.76425,11.2912,-2.50888,-0.188926,-0.82202,-5.57615,-2.13873,-78.5131,92.9712,-0.00669348,-27.6975,-11.8805,-78.6569,13.0937,33.9566,18.1587,57.3449,-137.611,209.382,-256.389,-295.243,11.2555,3.53325,39.7412,171.356,46.6147
-551.768,0.999999,0.000790632,6,63,0,642.926,-1.47091,1.41247,-0.154023,-0.428165,-0.423482,-0.310565,0.680953,0.959868,1.40587,-0.551219,-1.0279,1.21406,-1.13109,-0.124845,-1.21162,0.576673,-0.212717,-0.732696,1.475,-1.9111,2.04487,1.28038,-1.61968,0.666962,-1.60587,-0.477486,1.1543,-0.156321,1.71699,-3.3272,4.98134,-6.66351,-7.45557,-1.28046,0.362468,2.47961,4.34411,-0.0298684,-76.1095,92.9688,-2.57307,-24.3769,-11.3725,-56.6963,10.5681,29.0255,15.6044,24.8221,-89.6938,177.144,-210.681,-118.677,9.95333,-38.5573,24.2831,95.4388,58.6956
